City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Atbasar,KZ,51.8,68.3333,64.06,56,92,10.96,overcast clouds
698,Uarini,BR,-2.99,-65.1083,71.73,98,100,4.63,moderate rain
699,Kraslava,LV,55.8951,27.168,42.33,81,100,9.17,overcast clouds
700,Polyarnyy,RU,69.1989,33.4478,34.75,77,100,18.19,overcast clouds
701,Hailin,CN,44.5833,129.4167,68.65,34,96,5.79,overcast clouds
702,Nyuksenitsa,RU,60.4128,44.2397,37.15,73,24,6.78,few clouds
703,Morehead,US,37.2711,-87.1764,69.78,84,0,0.0,clear sky
704,Husavik,IS,66.0449,-17.3389,48.09,84,100,7.49,light rain
705,Lhokseumawe,ID,5.1801,97.1507,83.97,73,100,3.91,overcast clouds
706,Novosergiyevka,RU,52.0934,53.6528,49.15,80,79,8.63,broken clouds
707,Togur,RU,58.3631,82.8265,63.27,52,7,12.48,clear sky
708,Phangnga,TH,8.4509,98.5298,84.24,90,96,1.99,overcast clouds
709,Bahia Blanca,AR,-38.7196,-62.2724,45.27,79,0,0.74,clear sky
710,Urumqi,CN,43.801,87.6005,74.35,25,0,2.24,clear sky
711,Matagami,CA,49.7502,-77.6328,37.51,60,0,9.22,clear sky
